trade_id,quantity,underlying,expiry,payment_time,strike,call_put,type,payment_currency
2561,10,SHLM,4.01703,4.0225,58,CALL,REGULAR,USD
2562,-10,ANAD,2.68846,2.69393,104,PUT,REGULAR,USD
2563,10,TWOU,1.70485,1.71032,107,CALL,REGULAR,USD
2564,10,ACNB,1.19425,1.19972,43,PUT,REGULAR,USD
2565,-10,SHLM,2.01264,2.01811,72,CALL,REGULAR,USD
2566,10,TWOU,1.56971,1.57518,74,PUT,REGULAR,USD
2567,10,ACNB,4.41411,4.41958,39,CALL,REGULAR,USD
2568,-10,ACIW,4.19594,4.20141,47,PUT,ODD,EUR
2569,10,ABMD,1.2848,1.29027,69,CALL,REGULAR,USD
2570,10,EGHT,0.99657,1.00204,129,PUT,REGULAR,USD
2571,-10,ARIS,4.71403,4.7195,116,CALL,REGULAR,USD
2572,10,CAFD,1.56435,1.56982,75,PUT,REGULAR,USD
2573,10,AEY,2.22728,2.23275,23,CALL,REGULAR,USD
2574,-10,ARIS,0.37993,0.3854,71,PUT,REGULAR,USD
2575,10,AEPI,1.45898,1.46445,116,CALL,REGULAR,USD
2576,10,AAON,4.97305,4.97852,30,PUT,ODD,EUR
2577,-10,ALJJ,1.28266,1.28813,119,CALL,REGULAR,USD
2578,10,AGNC,4.56687,4.57234,36,PUT,REGULAR,USD
2579,10,ADTN,1.71235,1.71782,116,CALL,REGULAR,USD
2580,-10,ARCW,3.32326,3.32873,111,PUT,REGULAR,USD
2581,10,SHLM,3.02038,3.02585,130,CALL,REGULAR,USD
2582,10,SHLM,4.9121,4.91757,52,PUT,REGULAR,USD
2583,-10,AMAG,2.73347,2.73894,104,CALL,REGULAR,USD
2584,10,ACAD,3.20526,3.21073,136,PUT,ODD,EUR
2585,10,FUBC,0.04162,0.04709,108,CALL,REGULAR,USD
2586,-10,AMCX,0.35676,0.36223,63,PUT,REGULAR,USD
2587,10,ASML,2.23619,2.24166,57,CALL,REGULAR,USD
2588,10,ARRS,2.66708,2.67255,31,PUT,REGULAR,USD
2589,-10,VNET,2.41586,2.42133,75,CALL,REGULAR,USD
2590,10,ACAD,0.37758,0.38305,96,PUT,REGULAR,USD
2591,10,AAON,3.33315,3.33862,78,CALL,REGULAR,USD
2592,-10,ADTN,1.67741,1.68288,131,PUT,ODD,EUR
2593,10,ALJJ,3.70563,3.7111,148,CALL,REGULAR,USD
2594,10,ASML,1.34773,1.3532,131,PUT,REGULAR,USD
2595,-10,ASML,3.35582,3.36129,71,CALL,REGULAR,USD
2596,10,ASBB,0.65938,0.66485,23,PUT,REGULAR,USD
2597,10,FCCY,0.65208,0.65755,77,CALL,REGULAR,USD
2598,-10,SRCE,1.39101,1.39648,132,PUT,REGULAR,USD
2599,10,TWOU,3.33273,3.3382,120,CALL,REGULAR,USD
2600,10,RUDR,3.29225,3.29772,55,PUT,ODD,EUR
2601,-10,ASV,2.4622,2.46767,95,CALL,REGULAR,USD
2602,10,ASV,1.95619,1.96166,106,PUT,REGULAR,USD
2603,10,ATNY,0.69536,0.70083,138,CALL,REGULAR,USD
2604,-10,AMAG,2.36002,2.36549,34,PUT,REGULAR,USD
2605,10,ANSS,4.03755,4.04302,59,CALL,REGULAR,USD
2606,10,FLWS,4.11441,4.11988,77,PUT,REGULAR,USD
2607,-10,SSRX,2.09739,2.10286,66,CALL,REGULAR,USD
2608,10,AMRK,2.03798,2.04345,105,PUT,ODD,EUR
2609,10,ANSS,1.49255,1.49802,144,CALL,REGULAR,USD
2610,-10,EGHT,3.85246,3.85793,90,PUT,REGULAR,USD
2611,10,SWIN,0.9506,0.95607,120,CALL,REGULAR,USD
2612,10,SWIN,2.24722,2.25269,35,PUT,REGULAR,USD
2613,-10,AEY,2.39893,2.4044,85,CALL,REGULAR,USD
2614,10,CAFD,2.21959,2.22506,94,PUT,REGULAR,USD
2615,10,EGHT,4.16049,4.16596,80,CALL,REGULAR,USD
2616,-10,TWOU,0.2456,0.25107,76,PUT,ODD,EUR
2617,10,FCTY,4.66883,4.6743,29,CALL,REGULAR,USD
2618,10,RUDR,2.92092,2.92639,106,PUT,REGULAR,USD
2619,-10,ABMD,2.55399,2.55946,102,CALL,REGULAR,USD
2620,10,ASDR,2.28595,2.29142,48,PUT,REGULAR,USD
2621,10,SWIN,1.92062,1.92609,112,CALL,REGULAR,USD
2622,-10,PIH,3.92269,3.92816,134,PUT,REGULAR,USD
2623,10,UHAL,3.45169,3.45716,28,CALL,REGULAR,USD
2624,10,ADMA,2.0048,2.01027,147,PUT,ODD,EUR
2625,-10,ADTN,4.35106,4.35653,105,CALL,REGULAR,USD
2626,10,ASDR,4.0921,4.09757,23,PUT,REGULAR,USD
2627,10,FUBC,2.84977,2.85524,91,CALL,REGULAR,USD
2628,-10,ARCW,2.33921,2.34468,109,PUT,REGULAR,USD
2629,10,AGNC,3.94668,3.95215,93,CALL,REGULAR,USD
2630,10,SHLM,4.9885,4.99397,50,PUT,REGULAR,USD
2631,-10,AMAG,3.0497,3.05517,36,CALL,REGULAR,USD
2632,10,SWIN,0.13955,0.14502,139,PUT,ODD,EUR
2633,10,SWIN,4.08481,4.09028,42,CALL,REGULAR,USD
2634,-10,ARCW,4.13226,4.13773,31,PUT,REGULAR,USD
2635,10,ACAD,0.90222,0.90769,142,CALL,REGULAR,USD
2636,10,ALJJ,3.41605,3.42152,139,PUT,REGULAR,USD
2637,-10,ACNB,0.77656,0.78203,44,CALL,REGULAR,USD
2638,10,EMDR,2.57656,2.58203,85,PUT,REGULAR,USD
2639,10,FUBC,3.56892,3.57439,93,CALL,REGULAR,USD
2640,-10,ACMR,4.98319,4.98866,23,PUT,ODD,EUR
2641,10,TWOU,0.74003,0.7455,44,CALL,REGULAR,USD
2642,10,SRCE,4.22832,4.23379,50,PUT,REGULAR,USD
2643,-10,AMRK,1.96719,1.97266,146,CALL,REGULAR,USD
2644,10,AGNCP,0.01465,0.02012,45,PUT,REGULAR,USD
2645,10,ATNY,2.00541,2.01088,31,CALL,REGULAR,USD
2646,-10,ACIU,0.0513,0.05677,146,PUT,REGULAR,USD
2647,10,ADMA,1.60894,1.61441,112,CALL,REGULAR,USD
2648,10,TURN,2.82397,2.82944,142,PUT,ODD,EUR
2649,-10,AEY,3.71115,3.71662,94,CALL,REGULAR,USD
2650,10,UHAL,1.88306,1.88853,38,PUT,REGULAR,USD
2651,10,ARIS,1.26523,1.2707,59,CALL,REGULAR,USD
2652,-10,TWOU,2.56503,2.5705,150,PUT,REGULAR,USD
2653,10,ANSS,4.7487,4.75417,62,CALL,REGULAR,USD
2654,10,FUBC,3.11873,3.1242,63,PUT,REGULAR,USD
2655,-10,EMDR,0.79829,0.80376,76,CALL,REGULAR,USD
2656,10,EMDR,4.42994,4.43541,80,PUT,ODD,EUR
2657,10,AMCX,1.0449,1.05037,121,CALL,REGULAR,USD
2658,-10,FCTY,2.89509,2.90056,117,PUT,REGULAR,USD
2659,10,ARIS,4.19403,4.1995,96,CALL,REGULAR,USD
2660,10,PIH,2.65002,2.65549,105,PUT,REGULAR,USD
2661,-10,ACIW,4.38302,4.38849,21,CALL,REGULAR,USD
2662,10,ASV,1.11272,1.11819,126,PUT,REGULAR,USD
2663,10,TURN,4.17055,4.17602,83,CALL,REGULAR,USD
2664,-10,TURN,1.76457,1.77004,107,PUT,ODD,EUR
2665,10,ALJJ,4.80441,4.80988,55,CALL,REGULAR,USD
2666,10,ANIP,3.99725,4.00272,43,PUT,REGULAR,USD
2667,-10,AEZS,3.5521,3.55757,101,CALL,REGULAR,USD
2668,10,UHAL,3.82684,3.83231,143,PUT,REGULAR,USD
2669,10,AEY,0.2023,0.20777,39,CALL,REGULAR,USD
2670,-10,ADMA,1.75018,1.75565,97,PUT,REGULAR,USD
2671,10,TWOU,2.86594,2.87141,150,CALL,REGULAR,USD
2672,10,AEZS,2.9839,2.98937,99,PUT,ODD,EUR
2673,-10,FCTY,4.69144,4.69691,102,CALL,REGULAR,USD
2674,10,ADTN,3.74734,3.75281,137,PUT,REGULAR,USD
2675,10,SHLM,3.57065,3.57612,81,CALL,REGULAR,USD
2676,-10,RUDR,0.70119,0.70666,98,PUT,REGULAR,USD
2677,10,SHLM,1.36006,1.36553,111,CALL,REGULAR,USD
2678,10,ARIS,4.99065,4.99612,38,PUT,REGULAR,USD
2679,-10,TWOU,4.65185,4.65732,114,CALL,REGULAR,USD
2680,10,AMRK,1.45141,1.45688,113,PUT,ODD,EUR
2681,10,AMRK,4.39329,4.39876,101,CALL,REGULAR,USD
2682,-10,AEZS,1.29644,1.30191,50,PUT,REGULAR,USD
2683,10,FUBC,1.3697,1.37517,107,CALL,REGULAR,USD
2684,10,ARIS,3.34258,3.34805,56,PUT,REGULAR,USD
2685,-10,AEPI,2.51532,2.52079,107,CALL,REGULAR,USD
2686,10,ARRS,3.4834,3.48887,60,PUT,REGULAR,USD
2687,10,ANSS,1.32116,1.32663,52,CALL,REGULAR,USD
2688,-10,ARMH,3.86961,3.87508,27,PUT,ODD,EUR
2689,10,ALJJ,3.38122,3.38669,146,CALL,REGULAR,USD
2690,10,ASML,4.19502,4.20049,125,PUT,REGULAR,USD
2691,-10,SSRX,2.95171,2.95718,48,CALL,REGULAR,USD
2692,10,ADTN,0.7815,0.78697,72,PUT,REGULAR,USD
2693,10,ANSS,3.4367,3.44217,110,CALL,REGULAR,USD
2694,-10,ARRS,4.60351,4.60898,93,PUT,REGULAR,USD
2695,10,JOBS,4.46524,4.47071,66,CALL,REGULAR,USD
2696,10,ACAD,4.79482,4.80029,58,PUT,ODD,EUR
2697,-10,ADMA,4.76359,4.76906,28,CALL,REGULAR,USD
2698,10,AGNCP,0.64682,0.65229,115,PUT,REGULAR,USD
2699,10,VNET,2.06266,2.06813,65,CALL,REGULAR,USD
2700,-10,ASBB,1.26151,1.26698,127,PUT,REGULAR,USD
2701,10,ASDR,3.62137,3.62684,149,CALL,REGULAR,USD
2702,10,ACAD,0.02207,0.02754,115,PUT,REGULAR,USD
2703,-10,AMCX,1.24675,1.25222,65,CALL,REGULAR,USD
2704,10,ASBB,1.16636,1.17183,67,PUT,ODD,EUR
2705,10,UHAL,0.63292,0.63839,36,CALL,REGULAR,USD
2706,-10,ADMA,0.35674,0.36221,68,PUT,REGULAR,USD
2707,10,FCCY,2.56462,2.57009,117,CALL,REGULAR,USD
2708,10,AMAG,2.09235,2.09782,24,PUT,REGULAR,USD
2709,-10,ACAD,0.21355,0.21902,81,CALL,REGULAR,USD
2710,10,ASV,1.51246,1.51793,23,PUT,REGULAR,USD
2711,10,ARCW,2.23314,2.23861,89,CALL,REGULAR,USD
2712,-10,ABMD,1.30558,1.31105,144,PUT,ODD,EUR
2713,10,SWIN,4.60286,4.60833,117,CALL,REGULAR,USD
2714,10,CAFD,1.06018,1.06565,66,PUT,REGULAR,USD
2715,-10,ADTN,4.38831,4.39378,120,CALL,REGULAR,USD
2716,10,FCCY,4.77155,4.77702,85,PUT,REGULAR,USD
2717,10,SWIN,0.40222,0.40769,95,CALL,REGULAR,USD
2718,-10,ARRS,4.49609,4.50156,118,PUT,REGULAR,USD
2719,10,TURN,1.14793,1.1534,57,CALL,REGULAR,USD
2720,10,ACAD,3.80031,3.80578,116,PUT,ODD,EUR
2721,-10,EMDR,2.31003,2.3155,106,CALL,REGULAR,USD
2722,10,ARIS,2.83242,2.83789,67,PUT,REGULAR,USD
2723,10,AAON,0.57465,0.58012,75,CALL,REGULAR,USD
2724,-10,ARCW,3.08064,3.08611,33,PUT,REGULAR,USD
2725,10,ADMA,2.14844,2.15391,59,CALL,REGULAR,USD
2726,10,FCCY,0.19291,0.19838,74,PUT,REGULAR,USD
2727,-10,ACNB,3.09904,3.10451,122,CALL,REGULAR,USD
2728,10,RUDR,3.74339,3.74886,69,PUT,ODD,EUR
2729,10,TURN,1.73246,1.73793,97,CALL,REGULAR,USD
2730,-10,ANSS,4.70001,4.70548,63,PUT,REGULAR,USD
2731,10,EGHT,3.78995,3.79542,121,CALL,REGULAR,USD
2732,10,ABMD,0.60657,0.61204,72,PUT,REGULAR,USD
2733,-10,ANAD,3.8885,3.89397,41,CALL,REGULAR,USD
2734,10,EMDR,4.1786,4.18407,70,PUT,REGULAR,USD
2735,10,FLWS,0.67085,0.67632,105,CALL,REGULAR,USD
2736,-10,ACIU,3.31657,3.32204,71,PUT,ODD,EUR
2737,10,AMAG,1.54004,1.54551,91,CALL,REGULAR,USD
2738,10,AEPI,2.88865,2.89412,57,PUT,REGULAR,USD
2739,-10,RUDR,2.17191,2.17738,38,CALL,REGULAR,USD
2740,10,ACMR,0.28547,0.29094,134,PUT,REGULAR,USD
2741,10,ASV,3.03039,3.03586,61,CALL,REGULAR,USD
2742,-10,ABMD,4.42534,4.43081,149,PUT,REGULAR,USD
2743,10,FCCY,4.93152,4.93699,119,CALL,REGULAR,USD
2744,10,UHAL,1.98873,1.9942,56,PUT,ODD,EUR
2745,-10,JOBS,0.74422,0.74969,77,CALL,REGULAR,USD
2746,10,AEY,0.80086,0.80633,71,PUT,REGULAR,USD
2747,10,SWIN,1.4599,1.46537,38,CALL,REGULAR,USD
2748,-10,TWOU,3.70879,3.71426,79,PUT,REGULAR,USD
2749,10,UHAL,0.69284,0.69831,60,CALL,REGULAR,USD
2750,10,SRCE,1.20037,1.20584,78,PUT,REGULAR,USD
2751,-10,FCTY,2.66835,2.67382,72,CALL,REGULAR,USD
2752,10,AMRK,3.88117,3.88664,67,PUT,ODD,EUR
2753,10,ARRS,3.38319,3.38866,83,CALL,REGULAR,USD
2754,-10,ACMR,3.65621,3.66168,97,PUT,REGULAR,USD
2755,10,AEY,3.96903,3.9745,87,CALL,REGULAR,USD
2756,10,ACIW,0.96698,0.97245,97,PUT,REGULAR,USD
2757,-10,TURN,2.55163,2.5571,71,CALL,REGULAR,USD
2758,10,ACIW,3.75603,3.7615,28,PUT,REGULAR,USD
2759,10,ACIU,0.75575,0.76122,51,CALL,REGULAR,USD
2760,-10,TURN,0.35006,0.35553,137,PUT,ODD,EUR
2761,10,ADMA,0.79766,0.80313,45,CALL,REGULAR,USD
2762,10,TURN,2.67234,2.67781,69,PUT,REGULAR,USD
2763,-10,SRCE,3.08846,3.09393,40,CALL,REGULAR,USD
2764,10,RUDR,2.41489,2.42036,23,PUT,REGULAR,USD
2765,10,JOBS,0.07316,0.07863,57,CALL,REGULAR,USD
2766,-10,ASML,2.72423,2.7297,102,PUT,REGULAR,USD
2767,10,SHLM,4.17833,4.1838,107,CALL,REGULAR,USD
2768,10,AEPI,2.27504,2.28051,20,PUT,ODD,EUR
2769,-10,ASML,4.60634,4.61181,78,CALL,REGULAR,USD
2770,10,SHLM,2.886,2.89147,45,PUT,REGULAR,USD
2771,10,AEY,0.58683,0.5923,136,CALL,REGULAR,USD
2772,-10,ABMD,0.91357,0.91904,87,PUT,REGULAR,USD
2773,10,ARRS,4.3717,4.37717,127,CALL,REGULAR,USD
2774,10,ANAD,1.4957,1.50117,58,PUT,REGULAR,USD
2775,-10,ARIS,0.32147,0.32694,24,CALL,REGULAR,USD
2776,10,AGNC,0.69267,0.69814,43,PUT,ODD,EUR
2777,10,ASBB,0.80312,0.80859,32,CALL,REGULAR,USD
2778,-10,AEY,2.79004,2.79551,69,PUT,REGULAR,USD
2779,10,RUDR,0.17093,0.1764,129,CALL,REGULAR,USD
2780,10,AMAG,2.93257,2.93804,61,PUT,REGULAR,USD
2781,-10,ACIW,1.65103,1.6565,87,CALL,REGULAR,USD
2782,10,ARCW,4.29862,4.30409,101,PUT,REGULAR,USD
2783,10,ARRS,4.31638,4.32185,131,CALL,REGULAR,USD
2784,-10,AGNCP,4.60321,4.60868,40,PUT,ODD,EUR
2785,10,AMAG,0.6291,0.63457,142,CALL,REGULAR,USD
2786,10,FLWS,3.91898,3.92445,72,PUT,REGULAR,USD
2787,-10,JOBS,0.30979,0.31526,79,CALL,REGULAR,USD
2788,10,FLWS,4.79307,4.79854,77,PUT,REGULAR,USD
2789,10,AAON,3.10222,3.10769,39,CALL,REGULAR,USD
2790,-10,AEY,2.40729,2.41276,52,PUT,REGULAR,USD
2791,10,ACIW,0.31726,0.32273,144,CALL,REGULAR,USD
2792,10,ATNY,4.7132,4.71867,89,PUT,ODD,EUR
2793,-10,AMRK,4.92126,4.92673,44,CALL,REGULAR,USD
2794,10,AGNCB,3.10959,3.11506,37,PUT,REGULAR,USD
2795,10,ABMD,3.62857,3.63404,57,CALL,REGULAR,USD
2796,-10,ACNB,4.41208,4.41755,140,PUT,REGULAR,USD
2797,10,JOBS,2.64856,2.65403,100,CALL,REGULAR,USD
2798,10,ALJJ,2.66962,2.67509,39,PUT,REGULAR,USD
2799,-10,ANAD,0.50286,0.50833,97,CALL,REGULAR,USD
2800,10,ABMD,1.73615,1.74162,141,PUT,ODD,EUR
2801,10,FLWS,0.00817,0.01364,71,CALL,REGULAR,USD
2802,-10,AGNCP,3.14235,3.14782,60,PUT,REGULAR,USD
2803,10,ARRS,4.69076,4.69623,126,CALL,REGULAR,USD
2804,10,PIH,4.73502,4.74049,61,PUT,REGULAR,USD
2805,-10,ASBB,2.6123,2.61777,111,CALL,REGULAR,USD
2806,10,AMCX,0.93321,0.93868,37,PUT,REGULAR,USD
2807,10,SSRX,3.11556,3.12103,54,CALL,REGULAR,USD
2808,-10,ANAD,4.24171,4.24718,55,PUT,ODD,EUR
2809,10,ACIW,2.57334,2.57881,106,CALL,REGULAR,USD
2810,10,FCCY,4.98594,4.99141,26,PUT,REGULAR,USD
2811,-10,ADTN,1.89155,1.89702,80,CALL,REGULAR,USD
2812,10,ACIW,1.62908,1.63455,39,PUT,REGULAR,USD
2813,10,ACIW,2.28059,2.28606,30,CALL,REGULAR,USD
2814,-10,PIH,4.64353,4.649,121,PUT,REGULAR,USD
2815,10,ARRS,3.36567,3.37114,87,CALL,REGULAR,USD
2816,10,TWOU,1.38172,1.38719,95,PUT,ODD,EUR
2817,-10,RUDR,4.19957,4.20504,49,CALL,REGULAR,USD
2818,10,FLWS,0.76449,0.76996,104,PUT,REGULAR,USD
2819,10,ARIS,2.34822,2.35369,87,CALL,REGULAR,USD
2820,-10,ASBB,1.26278,1.26825,65,PUT,REGULAR,USD
2821,10,AEZS,4.50748,4.51295,56,CALL,REGULAR,USD
2822,10,FUBC,3.42172,3.42719,22,PUT,REGULAR,USD
2823,-10,AEPI,3.9073,3.91277,44,CALL,REGULAR,USD
2824,10,ATNY,1.37363,1.3791,124,PUT,ODD,EUR
2825,10,ARIS,4.91317,4.91864,56,CALL,REGULAR,USD
2826,-10,FLWS,3.68991,3.69538,23,PUT,REGULAR,USD
2827,10,FUBC,4.1022,4.10767,45,CALL,REGULAR,USD
2828,10,JOBS,4.5227,4.52817,55,PUT,REGULAR,USD
2829,-10,ATNY,3.59384,3.59931,90,CALL,REGULAR,USD
2830,10,ADMA,4.08646,4.09193,120,PUT,REGULAR,USD
2831,10,ASML,0.81626,0.82173,142,CALL,REGULAR,USD
2832,-10,ARIS,3.17554,3.18101,107,PUT,ODD,EUR
2833,10,FUBC,1.85879,1.86426,22,CALL,REGULAR,USD
2834,10,ADTN,1.07235,1.07782,140,PUT,REGULAR,USD
2835,-10,EMDR,4.18951,4.19498,73,CALL,REGULAR,USD
2836,10,AAON,2.80769,2.81316,63,PUT,REGULAR,USD
2837,10,UHAL,4.49827,4.50374,36,CALL,REGULAR,USD
2838,-10,AEPI,2.70282,2.70829,90,PUT,REGULAR,USD
2839,10,AMAG,4.08522,4.09069,53,CALL,REGULAR,USD
2840,10,FCTY,0.42443,0.4299,37,PUT,ODD,EUR
2841,-10,SHLM,1.3295,1.33497,141,CALL,REGULAR,USD
2842,10,FUBC,3.59499,3.60046,77,PUT,REGULAR,USD
2843,10,TURN,4.81021,4.81568,74,CALL,REGULAR,USD
2844,-10,AAON,3.88315,3.88862,82,PUT,REGULAR,USD
2845,10,TWOU,2.51598,2.52145,129,CALL,REGULAR,USD
2846,10,JOBS,0.88838,0.89385,79,PUT,REGULAR,USD
2847,-10,ACAD,1.48764,1.49311,139,CALL,REGULAR,USD
2848,10,FUBC,3.45061,3.45608,106,PUT,ODD,EUR
2849,10,AEZS,0.03859,0.04406,50,CALL,REGULAR,USD
2850,-10,AEPI,0.59993,0.6054,25,PUT,REGULAR,USD
2851,10,ASDR,1.686,1.69147,20,CALL,REGULAR,USD
2852,10,FCTY,4.96986,4.97533,38,PUT,REGULAR,USD
2853,-10,ARMH,0.75913,0.7646,141,CALL,REGULAR,USD
2854,10,ARCW,2.57898,2.58445,71,PUT,REGULAR,USD
2855,10,EMDR,2.2344,2.23987,62,CALL,REGULAR,USD
2856,-10,ADTN,4.94339,4.94886,139,PUT,ODD,EUR
2857,10,JOBS,2.87585,2.88132,113,CALL,REGULAR,USD
2858,10,ACIU,3.84073,3.8462,132,PUT,REGULAR,USD
2859,-10,ADTN,0.55695,0.56242,49,CALL,REGULAR,USD
2860,10,AMAG,2.63879,2.64426,116,PUT,REGULAR,USD
2861,10,ASBB,0.02755,0.03302,20,CALL,REGULAR,USD
2862,-10,ARMH,0.28077,0.28624,67,PUT,REGULAR,USD
2863,10,EMDR,4.2777,4.28317,58,CALL,REGULAR,USD
2864,10,FLWS,1.1888,1.19427,27,PUT,ODD,EUR
2865,-10,ACAD,0.87205,0.87752,146,CALL,REGULAR,USD
2866,10,FCCY,2.43261,2.43808,106,PUT,REGULAR,USD
2867,10,ANAD,4.05787,4.06334,48,CALL,REGULAR,USD
2868,-10,ADMA,1.78201,1.78748,91,PUT,REGULAR,USD
2869,10,ANSS,3.31741,3.32288,120,CALL,REGULAR,USD
2870,10,RUDR,2.93268,2.93815,127,PUT,REGULAR,USD
2871,-10,UHAL,1.08836,1.09383,115,CALL,REGULAR,USD
2872,10,ACIW,1.13314,1.13861,132,PUT,ODD,EUR
2873,10,SRCE,4.32104,4.32651,93,CALL,REGULAR,USD
2874,-10,SRCE,2.46979,2.47526,143,PUT,REGULAR,USD
2875,10,ARMH,0.83611,0.84158,138,CALL,REGULAR,USD
2876,10,ADTN,2.69109,2.69656,147,PUT,REGULAR,USD
2877,-10,FCTY,0.12012,0.12559,38,CALL,REGULAR,USD
2878,10,FCCY,1.80793,1.8134,147,PUT,REGULAR,USD
2879,10,ANSS,1.11881,1.12428,37,CALL,REGULAR,USD
2880,-10,ACNB,2.9307,2.93617,55,PUT,ODD,EUR
2881,10,SSRX,3.40706,3.41253,27,CALL,REGULAR,USD
2882,10,ADTN,4.72367,4.72914,89,PUT,REGULAR,USD
2883,-10,AMCX,2.70085,2.70632,118,CALL,REGULAR,USD
2884,10,JOBS,4.06527,4.07074,80,PUT,REGULAR,USD
2885,10,ARCW,3.48224,3.48771,51,CALL,REGULAR,USD
2886,-10,ACAD,3.71065,3.71612,80,PUT,REGULAR,USD
2887,10,ACNB,1.78023,1.7857,33,CALL,REGULAR,USD
2888,10,ADTN,3.13777,3.14324,136,PUT,ODD,EUR
2889,-10,AGNCB,0.04476,0.05023,88,CALL,REGULAR,USD
2890,10,CAFD,4.86216,4.86763,91,PUT,REGULAR,USD
2891,10,AGNC,4.17212,4.17759,67,CALL,REGULAR,USD
2892,-10,RUDR,2.5632,2.56867,134,PUT,REGULAR,USD
2893,10,ANSS,2.76025,2.76572,143,CALL,REGULAR,USD
2894,10,SWIN,4.91794,4.92341,119,PUT,REGULAR,USD
2895,-10,SHLM,3.23023,3.2357,68,CALL,REGULAR,USD
2896,10,FLWS,1.84206,1.84753,137,PUT,ODD,EUR
2897,10,SWIN,3.18071,3.18618,109,CALL,REGULAR,USD
2898,-10,TWOU,3.96779,3.97326,101,PUT,REGULAR,USD
2899,10,ACIW,0.12717,0.13264,76,CALL,REGULAR,USD
2900,10,ACAD,1.80748,1.81295,80,PUT,REGULAR,USD
2901,-10,ASBB,0.57505,0.58052,118,CALL,REGULAR,USD
2902,10,FCCY,4.26068,4.26615,74,PUT,REGULAR,USD
2903,10,AGNCB,3.63071,3.63618,35,CALL,REGULAR,USD
2904,-10,SSRX,2.2191,2.22457,43,PUT,ODD,EUR
2905,10,FLWS,3.79121,3.79668,95,CALL,REGULAR,USD
2906,10,AEY,4.3764,4.38187,46,PUT,REGULAR,USD
2907,-10,VNET,4.60251,4.60798,79,CALL,REGULAR,USD
2908,10,ADTN,3.71409,3.71956,138,PUT,REGULAR,USD
2909,10,UHAL,3.2453,3.25077,89,CALL,REGULAR,USD
2910,-10,SHLM,0.36963,0.3751,90,PUT,REGULAR,USD
2911,10,EMDR,4.31527,4.32074,120,CALL,REGULAR,USD
2912,10,AMAG,4.7339,4.73937,62,PUT,ODD,EUR
2913,-10,ACAD,3.34213,3.3476,75,CALL,REGULAR,USD
2914,10,ACMR,3.70058,3.70605,57,PUT,REGULAR,USD
2915,10,ASDR,1.47869,1.48416,108,CALL,REGULAR,USD
2916,-10,SHLM,4.44575,4.45122,67,PUT,REGULAR,USD
2917,10,AMAG,4.94108,4.94655,56,CALL,REGULAR,USD
2918,10,AEPI,2.67064,2.67611,126,PUT,REGULAR,USD
2919,-10,AMCX,4.01737,4.02284,100,CALL,REGULAR,USD
2920,10,TURN,4.21855,4.22402,119,PUT,ODD,EUR
2921,10,ADMA,2.80674,2.81221,101,CALL,REGULAR,USD
2922,-10,AGNC,2.18234,2.18781,69,PUT,REGULAR,USD
2923,10,ASML,2.59314,2.59861,31,CALL,REGULAR,USD
2924,10,AEPI,0.83874,0.84421,92,PUT,REGULAR,USD
2925,-10,AEZS,0.7518,0.75727,77,CALL,REGULAR,USD
2926,10,ADMA,2.39372,2.39919,150,PUT,REGULAR,USD
2927,10,ASV,4.67861,4.68408,122,CALL,REGULAR,USD
2928,-10,ASDR,2.70521,2.71068,28,PUT,ODD,EUR
2929,10,FLWS,3.59565,3.60112,150,CALL,REGULAR,USD
2930,10,AEY,2.285,2.29047,123,PUT,REGULAR,USD
2931,-10,ALJJ,0.59349,0.59896,40,CALL,REGULAR,USD
2932,10,ANIP,3.46741,3.47288,28,PUT,REGULAR,USD
2933,10,ACNB,0.04379,0.04926,50,CALL,REGULAR,USD
2934,-10,ADMA,4.47966,4.48513,99,PUT,REGULAR,USD
2935,10,EMDR,0.46685,0.47232,39,CALL,REGULAR,USD
2936,10,ASV,0.5248,0.53027,57,PUT,ODD,EUR
2937,-10,PIH,1.08489,1.09036,90,CALL,REGULAR,USD
2938,10,SRCE,1.53093,1.5364,54,PUT,REGULAR,USD
2939,10,ASML,0.86465,0.87012,29,CALL,REGULAR,USD
2940,-10,CAFD,2.87442,2.87989,39,PUT,REGULAR,USD
2941,10,ASBB,2.44448,2.44995,128,CALL,REGULAR,USD
2942,10,PIH,2.82806,2.83353,130,PUT,REGULAR,USD
2943,-10,VNET,3.39876,3.40423,28,CALL,REGULAR,USD
2944,10,AGNCB,2.91724,2.92271,127,PUT,ODD,EUR
2945,10,RUDR,1.27498,1.28045,52,CALL,REGULAR,USD
2946,-10,ABMD,1.61851,1.62398,55,PUT,REGULAR,USD
2947,10,EGHT,3.82375,3.82922,141,CALL,REGULAR,USD
2948,10,AMAG,4.31669,4.32216,59,PUT,REGULAR,USD
2949,-10,FCCY,2.36813,2.3736,72,CALL,REGULAR,USD
2950,10,ANAD,1.21812,1.22359,66,PUT,REGULAR,USD
2951,10,ATNY,3.17644,3.18191,54,CALL,REGULAR,USD
2952,-10,UHAL,1.48114,1.48661,23,PUT,ODD,EUR
2953,10,ACMR,3.07914,3.08461,135,CALL,REGULAR,USD
2954,10,ADMA,0.93114,0.93661,95,PUT,REGULAR,USD
2955,-10,SWIN,4.50536,4.51083,82,CALL,REGULAR,USD
2956,10,ASV,0.86502,0.87049,28,PUT,REGULAR,USD
2957,10,AMRK,0.75387,0.75934,149,CALL,REGULAR,USD
